model,UPC,short_name,long_name,brand,shipping_type,quantity,list,Shipping Cost
1662.214.002,012611487354,American Standard 1662.214.002,American Standard 1662.214.002 Chrome Commercial 1.5 GPM Flowise Bath/Shower System Kit with Slidebar,American Standard,Ground,0,687,10
1662.215.002,012611502644,American Standard 1662.215.002,American Standard 1662.215.002 Chrome Commercial 1.5 GPM Flowise Bath/Shower System Kit with Slidebar,American Standard,Ground,0,437,10
1662.221.002,012611485787,American Standard 1662.221.002,American Standard 1662.221.002 Chrome Commercial 2.5 GPM Shower System Kit with Slidebar,American Standard,Ground,0,359,10
1662.222.002,012611485794,American Standard 1662.222.002,American Standard 1662.222.002 Chrome Commercial 2.5 GPM Bath/Shower System Kit with Slidebar,American Standard,Ground,0,609,10
1662.223.002,012611487309,American Standard 1662.223.002,American Standard 1662.223.002 Chrome Commercial 2.5 GPM Shower System Kit with Slidebar,American Standard,Ground,0,602,10
1662.224.002,012611487316,American Standard 1662.224.002,American Standard 1662.224.002 Chrome Commercial 2.5 GPM Bath/Shower System Kit with Slidebar,American Standard,Ground,0,647,10
1662.225.002,012611502651,American Standard 1662.225.002,American Standard 1662.225.002 Chrome Commercial 2.5 GPM Bath/Shower System Kit with Slidebar,American Standard,Ground,0,396,10
1662.236.002,012611504402,American Standard 1662.236.002,American Standard 1662.236.002 Chrome Commercial 36-in Slide/Grab Bar with Hand Shower Holder,American Standard,Ground,0,159,10
1662.551.002,012611448706,American Standard 1662.551.002,American Standard 1662.551.002 Chrome Rain 3-Function Complete Handshower Kit,American Standard,Ground,0,279,10
1662.551.295,012611448737,American Standard 1662.551.295,American Standard 1662.551.295 Satin Rain 3-Function Complete Handshower Kit,American Standard,Ground,0,419,10
1662.600.002,012611248948,American Standard 1662.600.002,American Standard 1662.600.002 Chrome 3-Function Complete Handshower Kit,American Standard,Ground,2,261,10
1662.600.295,012611241376,American Standard 1662.600.295,American Standard 1662.600.295 Satin 3-Function Complete Handshower Kit,American Standard,Ground,0,389,10
1662.601.002,012611073151,American Standard 1662.601.002,American Standard 1662.601.002 Chrome Complete Handshower Kit,American Standard,Ground,2,375,10
1662.602.002,012611222832,American Standard 1662.602.002,American Standard 1662.602.002 Chrome Complete Handshower Kit,American Standard,Ground,0,232,10
1662.604.002,012611435225,American Standard 1662.604.002,American Standard 1662.604.002 Chrome Water-Saving 3-Function Complete Handshower Kit,American Standard,Ground,0,261,10
1662.604.295,012611435263,American Standard 1662.604.295,American Standard 1662.604.295 Satin Water-Saving 3-Function Complete Handshower Kit,American Standard,Ground,0,389,10
1662.605.002,012611451409,American Standard 1662.605.002,American Standard 1662.605.002 Chrome Moments Complete Handshower Kit,American Standard,Ground,0,247,10
1662.641.002,012611523434,American Standard 1662.641.002,American Standard 1662.641.002 Chrome Flowise Modern Single Function Complete Shower Kit,American Standard,Ground,0,200,10
1662.643.002,012611462948,American Standard 1662.643.002,American Standard 1662.643.002 Chrome Flowise Modern 3-Function Complete Shower Kit,American Standard,Ground,0,274,10
1662.643.295,012611462962,American Standard 1662.643.295,American Standard 1662.643.295 Satin Flowise Modern 3-Function Complete Shower Kit,American Standard,Ground,0,410,10
1662.741.002,012611483301,American Standard 1662.741.002,American Standard 1662.741.002 Chrome Flowise Single Function Complete Handshower Kit,American Standard,Ground,0,199,10
1662.743.002,012611462979,American Standard 1662.743.002,American Standard 1662.743.002 Chrome Flowise Transitional 3-Function Complete Handshower Kit,American Standard,Ground,0,268,10
1662.743.295,012611462993,American Standard 1662.743.295,American Standard 1662.743.295 Satin Flowise Transitional 3-Function Complete Handshower Kit,American Standard,Ground,0,402,10
1662.801.002,012611508219,American Standard 1662.801.002,American Standard 1662.801.002 Chrome Water-Saving 3-Function Round Complete Handshower Kit,American Standard,Ground,0,253,10
1662.803.002,012611508295,American Standard 1662.803.002,American Standard 1662.803.002 Chrome Elliptic Rotation Complete Shower Kit,American Standard,Ground,0,201,10
1662.843.002,012611462917,American Standard 1662.843.002,American Standard 1662.843.002 Chrome Flowise Square 3-Function Complete Handshower Kit,American Standard,Ground,0,268,10
1662.843.224,012611501999,American Standard 1662.843.224,American Standard 1662.843.224 Oil Rubbed Bronze Flowise Square 3-Function Complete Handshower Kit,American Standard,Ground,0,402,10
1662.843.295,012611462931,American Standard 1662.843.295,American Standard 1662.843.295 Satin Flowise Square 3-Function Complete Handshower Kit,American Standard,Ground,0,402,10
2000.011.002,012611124648,American Standard 2000.011.002,American Standard 2000.011.002 Chrome Ceramix Single Control Bidet Fitting with Pop-Up Drain,American Standard,Ground,0,298,10
2000.100.002,012611124808,American Standard 2000.100.002,American Standard 2000.100.002 Chrome Ceramix Monoblock Faucet with Escutcheon Plate,American Standard,Ground,0,254,10
2000.101.002,012611124815,American Standard 2000.101.002,American Standard 2000.101.002 Chrome Ceramix Monoblock Faucet with Pop-Up Drain and Escutcheon Plate,American Standard,Ground,0,298,10
2000.101X.002,012611238000,American Standard 2000.101X.002,American Standard 2000.101X.002 Chrome Ceramix Monoblock Faucet with Pop-Up Drain,American Standard,Ground,0,258,10
2000.102P.002,012611310232,American Standard 2000.102P.002,American Standard 2000.102P.002 Chrome Escutcheon Plate Only ,American Standard,Ground,0,38,10
2000.102P.224,012611501548,American Standard 2000.102P.224,American Standard 2000.102P.224 Oil Rubbed Bronze Escutcheon Plate Only ,American Standard,Ground,0,54,10
2000.102P.295,012611310287,American Standard 2000.102P.295,American Standard 2000.102P.295 Satin Escutcheon Plate Only ,American Standard,Ground,0,54,10
2064.011.002,012611382567,American Standard 2064.011.002,American Standard 2064.011.002 Chrome Serin Monoblock Bidet Fitting with Pop-Up Drain,American Standard,Ground,0,295,10
2064.011.295,012611402548,American Standard 2064.011.295,American Standard 2064.011.295 Satin Serin Monoblock Bidet Fitting with Pop-Up Drain,American Standard,Ground,0,444,10
2064.101.002,012611382550,American Standard 2064.101.002,American Standard 2064.101.002 Chrome Serin Monoblock Lavatory Faucet with Metal Pop-Up Drain,American Standard,Ground,1,278,10
2064.101.295,012611402555,American Standard 2064.101.295,American Standard 2064.101.295 Satin Serin Monoblock Lavatory Faucet with Metal Pop-Up Drain,American Standard,Ground,0,389,10
2064.101P.002,012611415272,American Standard 2064.101P.002,American Standard 2064.101P.002 Chrome Escutcheon Plate Only,American Standard,Ground,6,35,6
2064.101P.075,012611415289,American Standard 2064.101P.075,American Standard 2064.101P.075 Stainless Steel Escutcheon Plate Only,American Standard,Ground,0,53,6
2064.101P.295,012611415296,American Standard 2064.101P.295,American Standard 2064.101P.295 Satin Escutcheon Plate Only,American Standard,Ground,0,53,6
2064.131.002,012611497636,American Standard 2064.131.002,American Standard 2064.131.002 Chrome Serin Petite Monoblock Lavatory Faucet with Pop-Up Drain,American Standard,Ground,0,209,10
2064.131.295,012611497643,American Standard 2064.131.295,American Standard 2064.131.295 Satin Serin Petite Monoblock Lavatory Faucet with Pop-Up Drain,American Standard,Ground,0,293,10
2064.151.002,012611402562,American Standard 2064.151.002,American Standard 2064.151.002 Chrome Serin Single Control Vessel Lavatory Faucet,American Standard,Ground,0,307,10
2064.151.295,012611402579,American Standard 2064.151.295,American Standard 2064.151.295 Satin Serin Single Control Vessel Lavatory Faucet,American Standard,Ground,0,460,10
2064.152.002,012611402586,American Standard 2064.152.002,American Standard 2064.152.002 Chrome Serin Single Control Vessel Lavatory Faucet with Grid Drain,American Standard,Ground,0,334,10
2064.152.295,012611402593,American Standard 2064.152.295,American Standard 2064.152.295 Satin Serin Single Control Vessel Lavatory Faucet with Grid Drain,American Standard,Ground,0,502,10
2064.155.002,012611548062,American Standard 2064.155.002,American Standard 2064.155.002 Chrome Serin Deck-Mount Sensor-Operated Vandal-resistant 0.5 GPM Battery Powered Proximity Faucet,American Standard,Ground,0,625,10
2064.155.295,012611547973,American Standard 2064.155.295,American Standard 2064.155.295 Satin Serin Deck-Mount Sensor-Operated Vandal-resistant 0.5 GPM Battery Powered Proximity Faucet,American Standard,Ground,0,815,10
2064.165.002,012611548048,American Standard 2064.165.002,American Standard 2064.165.002 Chrome Serin Deck-Mount Sensor-Operated Vandal-resistant 0.5 GPM Plug-In AC Proximity Faucet,American Standard,Ground,0,625,10
2064.165.295,012611547874,American Standard 2064.165.295,American Standard 2064.165.295 Satin Serin Deck-Mount Sensor-Operated Vandal-resistant 0.5 GPM Plug-In AC Proximity Faucet,American Standard,Ground,0,815,10
2064.401.002,012611404689,American Standard 2064.401.002,American Standard 2064.401.002 Chrome Serin Fixture-Mounted Bidet Fitting with Metal Handles and Pop-Up Drain,American Standard,Ground,0,621,10
2064.401.295,012611404696,American Standard 2064.401.295,American Standard 2064.401.295 Satin Serin Fixture-Mounted Bidet Fitting with Metal Handles and Pop-Up Drain,American Standard,Ground,0,886,10
2064.451.002,012611382598,American Standard 2064.451.002,American Standard 2064.451.002 Chrome Serin 2-Handle Wall-Mounted Lavatory Faucet with Grid Drain and Metal Handles,American Standard,Ground,0,363,11
2064.451.295,012611402807,American Standard 2064.451.295,American Standard 2064.451.295 Satin Serin 2-Handle Wall-Mounted Lavatory Faucet with Grid Drain and Metal Handles,American Standard,Ground,0,543,11
2064.461.002,012611402814,American Standard 2064.461.002,American Standard 2064.461.002 Chrome Serin 1-Handle Wall-Mounted Lavatory Faucet with Metal Handle and Grid Drain,American Standard,Ground,0,363,11
2064.461.295,012611402821,American Standard 2064.461.295,American Standard 2064.461.295 Satin Serin 1-Handle Wall-Mounted Lavatory Faucet with Metal Handle and Grid Drain,American Standard,Ground,0,543,11
2064.724.002,012611382604,American Standard 2064.724.002,American Standard 2064.724.002 Chrome Serin 3-Function Complete Handshower Kit,American Standard,Ground,0,285,11
2064.724.295,012611404498,American Standard 2064.724.295,American Standard 2064.724.295 Satin Serin 3-Function Complete Handshower Kit,American Standard,Ground,4,427,11
2064.801.002,012611382574,American Standard 2064.801.002,American Standard 2064.801.002 Chrome Serin Widespread Lavatory Faucet with Metal Lever Handles and Metal Pop-Up Drain,American Standard,Ground,0,363,11
2064.801.295,012611402838,American Standard 2064.801.295,American Standard 2064.801.295 Satin Serin Widespread Lavatory Faucet with Metal Lever Handles and Metal Pop-Up Drain,American Standard,Ground,2,508,11
2064.831.002,012611497650,American Standard 2064.831.002,American Standard 2064.831.002 Chrome Serin Widespread Lavatory Faucet with Metal Lever Handles and Metal Pop-Up Drain,American Standard,Ground,0,363,11
2064.831.295,012611497667,American Standard 2064.831.295,American Standard 2064.831.295 Satin Serin Widespread Lavatory Faucet with Metal Lever Handles and Metal Pop-Up Drain,American Standard,Ground,0,508,11
2064.900.002,012611402845,American Standard 2064.900.002,American Standard 2064.900.002 Chrome Serin Deck-Mount Tub Filler with Metal Lever Handles,American Standard,Ground,0,530,11
2064.900.295,012611402852,American Standard 2064.900.295,American Standard 2064.900.295 Satin Serin Deck-Mount Tub Filler with Metal Lever Handles,American Standard,Ground,0,795,11
2064.901.002,012611382581,American Standard 2064.901.002,American Standard 2064.901.002 Chrome Serin Deck-Mount Tub Filler with Metal Lever Handles and Personal Handshower,American Standard,Ground,0,663,11
2064.901.295,012611402869,American Standard 2064.901.295,American Standard 2064.901.295 Satin Serin Deck-Mount Tub Filler with Metal Lever Handles and Personal Handshower,American Standard,Ground,0,995,11
2175.200.002,012611194382,American Standard 2175.200.002,American Standard 2175.200.002 Chrome Colony Centerset Lavatory Faucet with Pop-Up Drain,American Standard,Ground,0,116,10
2175.202.002,012611194894,American Standard 2175.202.002,American Standard 2175.202.002 Chrome Colony Centerset Lavatory Faucet with Metal Pop-Up Drain,American Standard,Ground,0,122,10
2175.205.002,012611194405,American Standard 2175.205.002,American Standard 2175.205.002 Chrome Colony Centerset Lavatory Faucet with Pop-Up Hole and Rod with Plug Button,American Standard,Ground,0,109,10
2175.500.002,012611267840,American Standard 2175.500.002,American Standard 2175.500.002 Chrome Colony Soft Centerset Lavatory Faucet with 50/50 Pop-Up Drain,American Standard,Ground,3,129,10
2175.500.295,012611355127,American Standard 2175.500.295,American Standard 2175.500.295 Satin Colony Soft Centerset Lavatory Faucet with 50/50 Pop-Up Drain,American Standard,Ground,0,184,10
2175.502.002,012611267864,American Standard 2175.502.002,American Standard 2175.502.002 Chrome Colony Soft Centerset Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,8,139,10
2175.502.295,012611363962,American Standard 2175.502.295,American Standard 2175.502.295 Satin Colony Soft Centerset Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,195,10
2175.503.002,012611393037,American Standard 2175.503.002,American Standard 2175.503.002 Chrome Colony Soft Centerset Lavatory Faucet with Speed Connect Pop-Up Drain,American Standard,Ground,0,121,10
2175.504.002,012611298158,American Standard 2175.504.002,American Standard 2175.504.002 Chrome Colony Soft Centerset Lavatory Faucet without Drain,American Standard,Ground,2,121,10
2175.505.002,012611267888,American Standard 2175.505.002,American Standard 2175.505.002 Chrome Colony Soft Centerset Lavatory Faucet with Pop-Up Hole and Rod with Plug Button,American Standard,Ground,3,121,10
